filename,starttime,datetime,lat,lon,speed,azimuth,fps,sec,frame,lon3857,lat3857
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:10,25.0689,121.585775,0.0,91.91,60,0,0,13534866.560705531,2884209.812592497
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:11,25.068897,121.585775,0.0,91.91,60,1,60,13534866.560705531,2884209.4439030886
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:12,25.068897,121.585775,0.0,91.91,60,2,120,13534866.560705531,2884209.4439030886
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:13,25.068892,121.585775,0.0,91.91,60,3,180,13534866.560705531,2884208.8294207603
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:14,25.068892,121.585775,0.0,91.91,60,4,240,13534866.560705531,2884208.8294207603
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:15,25.068889,121.585775,0.0,91.91,60,5,300,13534866.560705531,2884208.4607313755
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:16,25.068889,121.585775,0.0,91.91,60,6,360,13534866.560705531,2884208.4607313755
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:17,25.068889,121.585775,0.0,91.91,60,7,420,13534866.560705531,2884208.4607313755
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:18,25.068889,121.585775,0.0,91.91,60,8,480,13534866.560705531,2884208.4607313755
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:19,25.068883,121.585792,0.0,91.91,60,9,540,13534868.453136874,2884207.7233526334
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:20,25.068881,121.585792,0.0,91.91,60,10,600,13534868.453136874,2884207.477559727
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:21,25.068881,121.585792,0.0,91.91,60,11,660,13534868.453136874,2884207.477559727
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:22,25.068881,121.585792,0.0,91.91,60,12,720,13534868.453136874,2884207.477559727
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:23,25.068881,121.585792,0.0,91.91,60,13,780,13534868.453136874,2884207.477559727
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:24,25.068881,121.585792,0.0,91.91,60,14,840,13534868.453136874,2884207.477559727
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:25,25.068881,121.585792,0.0,91.91,60,15,900,13534868.453136874,2884207.477559727
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:26,25.068881,121.585792,0.0,91.91,60,16,960,13534868.453136874,2884207.477559727
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:27,25.068881,121.585808,7.2802,86.54,60,17,1020,13534870.23424873,2884207.477559727
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:28,25.068889,121.585822,9.3526,79.07,60,18,1080,13534871.792721597,2884208.4607313755
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:29,25.068897,121.585856,13.1733,78.43,60,19,1140,13534875.577584289,2884209.4439030886
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:30,25.068906,121.585889,17.5977,82.05,60,20,1200,13534879.251127481,2884210.549971342
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:31,25.068908,121.585953,21.311,83.56,60,21,1260,13534886.375574892,2884210.7957642986
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:32,25.068917,121.586019,25.5261,84.86,60,22,1320,13534893.722661285,2884211.901832651
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:33,25.068925,121.5861,29.9357,81.92,60,23,1380,13534902.739540039,2884212.8850045884
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:34,25.068933,121.586197,33.5175,84.17,60,24,1440,13534913.537530646,2884213.86817659
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:35,25.068942,121.586294,36.1288,85.0,60,25,1500,13534924.335521253,2884214.9742451687
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:36,25.06895,121.586408,38.6346,85.15,60,26,1560,13534937.025943205,2884215.9574173065
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:37,25.068958,121.586522,40.7477,85.51,60,27,1620,13534949.716365155,2884216.9405895085
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:38,25.068961,121.586636,42.3275,85.72,60,28,1680,13534962.406787105,2884217.3092791014
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:39,25.068969,121.58675,42.8979,85.51,60,29,1740,13534975.097209055,2884218.292451392
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:40,25.068981,121.586864,41.9589,85.71,60,30,1800,13534987.787631007,2884219.767209948
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:41,25.068989,121.586978,42.033,86.19,60,31,1860,13535000.478052957,2884220.7503823997
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:42,25.069011,121.587094,42.3775,85.89,60,32,1920,13535013.391113888,2884223.454106971
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:43,25.069019,121.587208,41.5959,86.25,60,33,1980,13535026.081535839,2884224.437279663
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:44,25.069028,121.587322,40.8181,85.77,60,34,2040,13535038.771957789,2884225.5433490183
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:45,25.069031,121.587436,40.6792,86.01,60,35,2100,13535051.46237974,2884225.9120388217
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:46,25.069039,121.58755,40.5847,86.77,60,36,2160,13535064.15280169,2884226.895211674
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:47,25.069042,121.587664,40.6144,88.62,60,37,2220,13535076.843223639,2884227.2639015103
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:48,25.069042,121.587778,41.3718,90.29,60,38,2280,13535089.533645593,2884227.2639015103
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:49,25.069042,121.587892,42.3812,90.5,60,39,2340,13535102.22406754,2884227.2639015103
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:50,25.069042,121.588006,43.6498,91.19,60,40,2400,13535114.91448949,2884227.2639015103
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:51,25.069036,121.588119,43.7257,91.67,60,41,2460,13535127.493591953,2884226.5265218467
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:52,25.069031,121.588233,42.9145,92.19,60,42,2520,13535140.184013901,2884225.9120388217
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:53,25.069028,121.588347,42.8368,92.4,60,43,2580,13535152.874435851,2884225.5433490183
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:54,25.069022,121.588478,42.7071,92.48,60,44,2640,13535167.457289146,2884224.8059694394
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:55,25.069019,121.588592,41.5941,92.54,60,45,2700,13535180.147711096,2884224.437279663
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:56,25.069014,121.588706,40.2717,92.5,60,46,2760,13535192.838133046,2884223.822796723
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:57,25.069011,121.588803,38.6198,92.65,60,47,2820,13535203.636123654,2884223.454106971
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:58,25.069006,121.588917,36.4492,92.98,60,48,2880,13535216.326545602,2884222.8396240715
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:36:59,25.069006,121.589014,32.8749,93.08,60,49,2940,13535227.124536213,2884222.8396240715
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:37:00,25.069003,121.589094,29.719,93.0,60,50,3000,13535236.030095475,2884222.470934343
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:37:01,25.069003,121.589178,27.0244,92.59,60,51,3060,13535245.380932702,2884222.470934343
20250408103610_000012A,2025-04-08 10:36:10,2025:04:08 10:37:02,25.069011,121.589225,23.476,93.69,60,52,3120,13535250.61294877,2884223.454106971
