filename,datetime,lat,lon,speed,azimuth
20250408131504_000030A,2025:04:08 13:15:04,25.038986,121.532797,20.7183,178.51
20250408131504_000030A,2025:04:08 13:15:05,25.038936,121.532797,17.3903,179.6
20250408131504_000030A,2025:04:08 13:15:06,25.038894,121.532797,13.5252,182.31
20250408131504_000030A,2025:04:08 13:15:07,25.038872,121.532797,8.647,185.15
20250408131504_000030A,2025:04:08 13:15:08,25.038856,121.532781,3.8522,185.15
20250408131504_000030A,2025:04:08 13:15:09,25.038847,121.532781,0.0,185.15
20250408131504_000030A,2025:04:08 13:15:10,25.038847,121.532781,0.0,185.15
20250408131504_000030A,2025:04:08 13:15:11,25.03885,121.532781,0.0,185.15
20250408131504_000030A,2025:04:08 13:15:12,25.03885,121.532781,0.0,185.15
20250408131504_000030A,2025:04:08 13:15:13,25.038856,121.532781,0.0,185.15
20250408131504_000030A,2025:04:08 13:15:14,25.03885,121.532781,0.0,185.15
20250408131504_000030A,2025:04:08 13:15:15,25.03885,121.532781,0.0,185.15
20250408131504_000030A,2025:04:08 13:15:16,25.03885,121.532764,12.3584,178.87
20250408131504_000030A,2025:04:08 13:15:17,25.038828,121.532764,3.6095,178.87
20250408131504_000030A,2025:04:08 13:15:18,25.038833,121.532764,0.0,354.04
20250408131504_000030A,2025:04:08 13:15:19,25.038833,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:20,25.038833,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:21,25.038833,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:22,25.038831,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:23,25.038831,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:24,25.038831,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:25,25.038831,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:26,25.038831,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:27,25.038831,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:28,25.038831,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:29,25.038831,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:30,25.038831,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:31,25.038831,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:32,25.038831,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:33,25.038831,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:34,25.038831,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:35,25.038831,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:36,25.038831,121.532764,0.0,1.35
20250408131504_000030A,2025:04:08 13:15:37,25.038831,121.532764,0.0,1.35
