filename,datetime,lat,lon,speed,azimuth
20250408105110_000015A,2025:04:08 10:51:10,25.052294,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:11,25.052294,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:12,25.052294,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:13,25.052294,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:14,25.052294,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:15,25.052294,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:16,25.052294,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:17,25.052294,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:18,25.052294,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:19,25.0523,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:20,25.0523,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:21,25.0523,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:22,25.0523,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:23,25.0523,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:24,25.0523,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:25,25.0523,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:26,25.052303,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:27,25.052303,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:28,25.052303,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:29,25.052303,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:30,25.052303,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:31,25.052303,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:32,25.052303,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:33,25.052303,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:34,25.052303,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:35,25.052303,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:36,25.052303,121.608203,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:37,25.052303,121.608219,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:38,25.052303,121.608219,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:39,25.052303,121.608219,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:40,25.052303,121.608219,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:41,25.052303,121.608219,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:42,25.052303,121.608219,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:43,25.052303,121.608219,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:44,25.052308,121.608219,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:45,25.052308,121.608219,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:46,25.052308,121.608219,0.0,272.61
20250408105110_000015A,2025:04:08 10:51:47,25.052308,121.608219,5.3189,272.61
20250408105110_000015A,2025:04:08 10:51:48,25.052311,121.608186,10.2193,273.67
20250408105110_000015A,2025:04:08 10:51:49,25.052308,121.608156,16.0791,260.8
20250408105110_000015A,2025:04:08 10:51:50,25.052303,121.608106,19.3293,264.96
20250408105110_000015A,2025:04:08 10:51:51,25.052308,121.608042,24.0501,269.68
20250408105110_000015A,2025:04:08 10:51:52,25.0523,121.607958,27.7059,262.04
20250408105110_000015A,2025:04:08 10:51:53,25.052286,121.607878,30.7617,261.87
20250408105110_000015A,2025:04:08 10:51:54,25.052275,121.607781,33.6157,259.28
20250408105110_000015A,2025:04:08 10:51:55,25.05225,121.607683,36.4751,257.82
20250408105110_000015A,2025:04:08 10:51:56,25.052231,121.607569,39.0402,258.33
20250408105110_000015A,2025:04:08 10:51:57,25.052214,121.607456,41.5978,260.37
20250408105110_000015A,2025:04:08 10:51:58,25.0522,121.607325,44.1239,260.96
20250408105110_000015A,2025:04:08 10:51:59,25.052186,121.607211,46.4685,263.12
20250408105110_000015A,2025:04:08 10:52:00,25.052178,121.607081,48.6446,264.22
20250408105110_000015A,2025:04:08 10:52:01,25.052169,121.606933,49.5373,264.73
20250408105110_000015A,2025:04:08 10:52:02,25.052153,121.606803,48.1427,263.5
20250408105110_000015A,2025:04:08 10:52:03,25.052142,121.606672,48.2576,263.08
20250408105110_000015A,2025:04:08 10:52:04,25.052133,121.606528,48.9261,262.81
20250408105110_000015A,2025:04:08 10:52:05,25.052119,121.606397,49.3243,262.94
20250408105110_000015A,2025:04:08 10:52:06,25.052103,121.606267,49.3225,263.19
20250408105110_000015A,2025:04:08 10:52:07,25.052086,121.606119,49.428,262.98
20250408105110_000015A,2025:04:08 10:52:08,25.052075,121.605989,49.8151,262.91
20250408105110_000015A,2025:04:08 10:52:09,25.052064,121.605844,50.1429,262.8
20250408105110_000015A,2025:04:08 10:52:10,25.05205,121.605714,50.104,262.81
20250408105110_000015A,2025:04:08 10:52:11,25.052042,121.605567,50.067,262.45
20250408105110_000015A,2025:04:08 10:52:12,25.052022,121.605419,50.0836,262.42
20250408105110_000015A,2025:04:08 10:52:13,25.052006,121.605289,49.9892,261.82
20250408105110_000015A,2025:04:08 10:52:14,25.051989,121.605158,48.2261,262.42
20250408105110_000015A,2025:04:08 10:52:15,25.051972,121.605031,47.4797,262.38
20250408105110_000015A,2025:04:08 10:52:16,25.051958,121.6049,47.5242,262.52
20250408105110_000015A,2025:04:08 10:52:17,25.05195,121.604769,47.6557,262.77
20250408105110_000015A,2025:04:08 10:52:18,25.051936,121.604639,47.7001,262.45
20250408105110_000015A,2025:04:08 10:52:19,25.051919,121.604508,47.0667,262.05
20250408105110_000015A,2025:04:08 10:52:20,25.051906,121.604378,45.8463,262.39
20250408105110_000015A,2025:04:08 10:52:21,25.051889,121.604264,42.8886,262.86
20250408105110_000015A,2025:04:08 10:52:22,25.051881,121.60415,37.0326,267.66
20250408105110_000015A,2025:04:08 10:52:23,25.051867,121.604069,29.682,262.06
20250408105110_000015A,2025:04:08 10:52:24,25.051853,121.604003,19.7368,255.96
20250408105110_000015A,2025:04:08 10:52:25,25.051847,121.603972,11.0768,258.85
20250408105110_000015A,2025:04:08 10:52:26,25.051836,121.603939,6.3283,226.1
20250408105110_000015A,2025:04:08 10:52:27,25.051828,121.603939,4.0707,226.1
20250408105110_000015A,2025:04:08 10:52:28,25.051819,121.603939,0.0,226.1
20250408105110_000015A,2025:04:08 10:52:29,25.051814,121.603939,0.0,226.1
20250408105110_000015A,2025:04:08 10:52:30,25.051814,121.603939,0.0,226.1
20250408105110_000015A,2025:04:08 10:52:31,25.051811,121.603939,0.0,226.1
20250408105110_000015A,2025:04:08 10:52:32,25.051806,121.603939,0.0,226.1
20250408105110_000015A,2025:04:08 10:52:33,25.051806,121.603939,0.0,226.1
20250408105110_000015A,2025:04:08 10:52:34,25.051797,121.603939,0.0,226.1
20250408105110_000015A,2025:04:08 10:52:35,25.051797,121.603939,0.0,226.1
20250408105110_000015A,2025:04:08 10:52:36,25.051783,121.603972,11.625,123.07
20250408105110_000015A,2025:04:08 10:52:37,25.051769,121.604003,15.3957,93.72
20250408105110_000015A,2025:04:08 10:52:38,25.051769,121.604053,17.3829,85.65
20250408105110_000015A,2025:04:08 10:52:39,25.051775,121.604103,20.4442,79.65
20250408105110_000015A,2025:04:08 10:52:40,25.051783,121.604167,24.9205,81.58
20250408105110_000015A,2025:04:08 10:52:41,25.051792,121.604247,28.2208,81.75
20250408105110_000015A,2025:04:08 10:52:42,25.051797,121.604331,28.8264,81.75
20250408105110_000015A,2025:04:08 10:52:43,25.051806,121.604428,32.7971,83.48
20250408105110_000015A,2025:04:08 10:52:44,25.051814,121.604525,35.1454,81.9
20250408105110_000015A,2025:04:08 10:52:45,25.051822,121.604622,35.5825,81.91
20250408105110_000015A,2025:04:08 10:52:46,25.051836,121.604719,34.2953,82.65
20250408105110_000015A,2025:04:08 10:52:47,25.051844,121.604817,33.3175,82.69
20250408105110_000015A,2025:04:08 10:52:48,25.051856,121.6049,29.0486,80.52
20250408105110_000015A,2025:04:08 10:52:49,25.051867,121.604964,22.5092,80.25
20250408105110_000015A,2025:04:08 10:52:50,25.051872,121.605031,18.4941,83.07
20250408105110_000015A,2025:04:08 10:52:51,25.051881,121.605061,13.4548,80.42
