filename,starttime,datetime,lat,lon,speed,azimuth,fps,sec,frame,lon3857,lat3857
20250408131004_000029A,2025-04-08 13:10:04,2025:04:08 13:10:04,25.030428,121.533983,5.3727,330.58,60,0,0,13529101.101638366,2879482.48157032
20250408131004_000029A,2025-04-08 13:10:04,2025:04:08 13:10:05,25.030436,121.533983,0.0,330.58,60,1,60,13529101.101638366,2879483.4644336337
20250408131004_000029A,2025-04-08 13:10:04,2025:04:08 13:10:06,25.030439,121.533983,0.0,330.58,60,2,120,13529101.101638366,2879483.833007392
20250408131004_000029A,2025-04-08 13:10:04,2025:04:08 13:10:07,25.030436,121.533983,0.0,330.58,60,3,180,13529101.101638366,2879483.4644336337
20250408131004_000029A,2025-04-08 13:10:04,2025:04:08 13:10:08,25.030436,121.533983,0.0,330.58,60,4,240,13529101.101638366,2879483.4644336337
20250408131004_000029A,2025-04-08 13:10:04,2025:04:08 13:10:09,25.030436,121.533983,0.0,330.58,60,5,300,13529101.101638366,2879483.4644336337
20250408131004_000029A,2025-04-08 13:10:04,2025:04:08 13:10:10,25.030436,121.533983,0.0,330.58,60,6,360,13529101.101638366,2879483.4644336337
20250408131004_000029A,2025-04-08 13:10:04,2025:04:08 13:10:11,25.030436,121.533983,0.0,330.58,60,7,420,13529101.101638366,2879483.4644336337
20250408131004_000029A,2025-04-08 13:10:04,2025:04:08 13:10:12,25.030436,121.533983,0.0,330.58,60,8,480,13529101.101638366,2879483.4644336337
20250408131004_000029A,2025-04-08 13:10:04,2025:04:08 13:10:13,25.030436,121.533983,0.0,330.58,60,9,540,13529101.101638366,2879483.4644336337
20250408131004_000029A,2025-04-08 13:10:04,2025:04:08 13:10:14,25.030439,121.533983,0.0,330.58,60,10,600,13529101.101638366,2879483.833007392
20250408131004_000029A,2025-04-08 13:10:04,2025:04:08 13:10:15,25.030439,121.533983,0.0,330.58,60,11,660,13529101.101638366,2879483.833007392
