filename,starttime,datetime,lat,lon,speed,azimuth,fps,sec,frame,lon3857,lat3857
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:10,25.015714,121.533203,12.0065,167.39,60,0,0,13529014.272435546,2877674.8586415155
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:11,25.015686,121.533203,11.1046,185.02,60,1,60,13529014.272435546,2877671.41903278
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:12,25.015653,121.533203,13.7715,208.14,60,2,120,13529014.272435546,2877667.3652092065
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:13,25.015625,121.533169,17.2458,220.89,60,3,180,13529010.487572862,2877663.9256021795
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:14,25.015581,121.533139,18.4422,208.36,60,4,240,13529007.147988139,2877658.5205070083
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:15,25.015539,121.533089,25.5446,226.54,60,5,300,13529001.582013598,2877653.361099788
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:16,25.015486,121.533042,26.4595,222.69,60,6,360,13528996.34999753,2877646.8504217668
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:17,25.015442,121.532992,28.0819,225.28,60,7,420,13528990.78402299,2877641.445332715
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:18,25.015386,121.532942,28.6004,222.51,60,8,480,13528985.218048451,2877634.566131267
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:19,25.015319,121.532894,28.28,217.08,60,9,540,13528979.874712892,2877626.33566223
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:20,25.015267,121.532844,25.5243,221.61,60,10,600,13528974.308738353,2877619.9478386096
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:21,25.015219,121.532797,24.5723,225.32,60,11,660,13528969.076722287,2877614.051388438
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:22,25.015178,121.532747,24.4427,224.19,60,12,720,13528963.510747746,2877609.0148390755
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:23,25.015133,121.532697,24.3723,227.22,60,13,780,13528957.944773206,2877603.486920979
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:24,25.015097,121.53265,22.9185,230.81,60,14,840,13528952.71275714,2877599.0645879605
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:25,25.015056,121.532617,19.8646,228.87,60,15,900,13528949.039213944,2877594.0280436017
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:26,25.015028,121.532583,15.3753,236.47,60,16,960,13528945.254351256,2877590.5884532994
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:27,25.015014,121.532553,10.5305,245.16,60,17,1020,13528941.914766531,2877588.868658442
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:28,25.015019,121.532553,5.9079,266.21,60,18,1080,13528941.914766531,2877589.482870868
20250408114609_000026A,2025-04-08 11:46:10,2025:04:08 11:46:29,25.015014,121.532536,4.0763,266.21,60,19,1140,13528940.022335188,2877588.868658442
