filename,starttime,datetime,lat,lon,speed,azimuth,fps,sec,frame,lon3857,lat3857
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:10,25.075058,121.577164,20.1201,302.64,60,0,0,13533907.98857031,2884966.6280876263
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:11,25.075089,121.577117,22.0814,304.99,60,1,60,13533902.756554242,2884970.438070281
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:12,25.075122,121.577067,24.2482,306.14,60,2,120,13533897.190579703,2884974.4938593297
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:13,25.075158,121.577003,26.3929,307.06,60,3,180,13533890.066132294,2884978.9183577187
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:14,25.075194,121.576936,29.206,304.11,60,4,240,13533882.607726412,2884983.3428574097
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:15,25.075239,121.576872,31.4025,303.26,60,5,300,13533875.483279,2884988.8734838516
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:16,25.075281,121.576792,33.7768,300.64,60,6,360,13533866.577719737,2884994.035403698
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:17,25.075331,121.576708,36.614,304.67,60,7,420,13533857.22688251,2885000.1805486814
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:18,25.075369,121.576628,37.8345,300.71,60,8,480,13533848.321323246,2885004.850860546
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:19,25.075411,121.576514,40.6903,299.12,60,9,540,13533835.630901296,2885010.0127858724
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:20,25.075456,121.576417,41.4292,300.86,60,10,600,13533824.832910689,2885015.5434221155
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:21,25.075506,121.576319,42.0423,302.12,60,11,660,13533813.92360059,2885021.6885758815
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:22,25.075567,121.576219,42.1145,304.79,60,12,720,13533802.791651512,2885029.1856668727
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:23,25.075631,121.576122,41.707,305.55,60,13,780,13533791.993660904,2885037.0514712725
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:24,25.075692,121.576042,39.605,305.68,60,14,840,13533783.08810164,2885044.548569917
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:25,25.075753,121.575944,38.3938,304.98,60,15,900,13533772.178791543,2885052.0456722965
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:26,25.075811,121.575864,35.8066,305.45,60,16,960,13533763.27323228,2885059.1740681874
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:27,25.075858,121.575797,31.8951,306.9,60,17,1020,13533755.814826395,2885064.9505294026
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:28,25.075908,121.575733,27.0466,309.48,60,18,1080,13533748.690378984,2885071.095703342
20250408101610_000008A,2025-04-08 10:16:10,2025:04:08 10:16:29,25.075939,121.575683,19.3275,307.12,60,19,1140,13533743.124404445,2885074.9057124457
